Month of Order Date,Year of Order Date,2 in one,Profit,Sales
November,2015,2621.322,553.3902,2621.322
December,2017,7.712,1.7352,7.712
February,2017,30.144,8.2896,30.144
September,2016,25.632,3.8448,25.632
September,2014,60.672,12.8928,60.672
February,2017,899.43,-12.849000000,899.43
August,2017,314.532,-83.8752,314.532
April,2014,154.764,-36.1116,154.764
February,2017,455.97,-106.393,455.97
October,2017,33.94,9.1638,33.94
September,2016,121.78,30.445,121.78
April,2017,411.8,70.006,411.8
December,2014,455.1,100.122,455.1
December,2014,2244.48,493.7856,2244.48
October,2017,9.656,1.5691,9.656
October,2017,11.808,1.3284,11.808
October,2017,19.76,5.928,19.76
October,2017,2314.116,-1002.7836,2314.116
May,2017,286.85,63.107,286.85
December,2014,44.46,14.6718,44.46
February,2014,14.56,5.5328,14.56
February,2017,44.67,12.0609,44.67
November,2017,25.83,9.5571,25.83
June,2016,8.73,4.1031,8.73
July,2017,145.9,62.737,145.9
December,2017,199.9,39.98,199.9
March,2017,211.84,76.2624,211.84
June,2017,1497.666,140.9568,1497.666
June,2017,280.792,35.099,280.792
September,2017,32.776,3.2776,32.776
December,2014,241.568,18.1176,241.568
September,2014,585.552,73.194,585.552
August,2016,98.328,9.832800000,98.328
November,2016,674.352,-8.429400000,674.352
September,2015,601.536,0,601.536
December,2016,403.92,25.245,403.92
October,2015,454.272,-73.819200000,454.272
November,2017,1673.184,20.9148,1673.184
December,2016,377.45,-264.215,377.45
October,2017,262.11,62.9064,262.11
December,2017,15.92,7.0048,15.92
March,2017,89.768,-2.5648,89.768
September,2015,85.3,14.501,85.3
November,2016,113.568,12.7764,113.568
September,2017,21.248,7.4368,21.248
March,2016,30.336,9.48,30.336
September,2017,63.686,-15.4666,63.686
September,2017,344.22,-189.321,344.22
November,2017,79.974,-29.3238,79.974
February,2016,239.98,52.7956,239.98
February,2016,18.84,7.1592,18.84
December,2016,31.96,1.598,31.96
April,2014,187.76,76.9816,187.76
July,2016,25.4,8.636,25.4
November,2014,411.332,-4.839200000,411.332
June,2016,599.165,35.245,599.165
November,2017,113.888,9.9652,113.888
November,2017,113.568,-5.6784,113.568
October,2014,122.352,13.7646,122.352
September,2017,215.976,-2.699700000,215.976
July,2014,259.136,-25.9136,259.136
September,2016,83.136,5.196,83.136
September,2017,2054.272,256.784,2054.272
September,2017,241.96,41.1332,241.96
November,2015,653.55,111.1035,653.55
November,2015,214.11,36.3987,214.11
August,2015,687.4,48.118,687.4
November,2015,185.58,76.0878,185.58
May,2015,75.33,19.5858,75.33
June,2016,379.372,-119.2312,379.372
June,2017,569.058,-178.8468,569.058
September,2017,318.43,-77.333,318.43
March,2016,844.116,-36.1764,844.116
February,2017,22.2,-26.085,22.2
June,2017,14.224,-10.3124,14.224
June,2016,6.984,-4.5396,6.984
December,2015,51.756,-33.6414,51.756
August,2016,9.552,-3.8208,9.552
November,2016,242.176,-302.72,242.176
September,2016,15.008,-12.0064,15.008
August,2016,5.344,-2.1376,5.344
March,2017,103.5,-77.625,103.5
November,2015,170.98,32.4862,170.98
August,2015,110.98,15.5372,110.98
January,2017,37.68,15.8256,37.68
April,2016,82.64,7.4376,82.64
November,2015,38.97,4.6764,38.97
June,2015,35.28,11.9952,35.28
October,2017,83.92,21.8192,83.92
September,2017,90.801,14.1246,90.801
September,2017,181.764,-8.078400000,181.764
November,2014,275.952,-37.9434,275.952
September,2016,28,7.7,28
November,2017,155.372,-35.5136,155.372
November,2015,446.068,0,446.068
December,2015,1053.164,-105.3164,1053.164
July,2017,215.148,-103.9882,215.148
August,2016,815.292,-339.705,815.292
September,2015,61.96,4.3372,61.96
September,2015,47.98,11.0354,47.98
September,2017,723.92,188.2192,723.92
April,2016,7.04,3.0976,7.04
March,2017,61,25.62,61
April,2016,18.624,6.2856,18.624
September,2014,6.16,2.9568,6.16
November,2015,141.96,22.7136,141.96
December,2017,521.96,88.7332,521.96
January,2017,37.74,12.8316,37.74
November,2017,25.02,10.5084,25.02
May,2015,14.73,4.8609,14.73
April,2014,76.14,26.649,76.14
November,2017,34.92,11.8728,34.92
September,2017,511.5,132.99,511.5
March,2015,327.76,91.7728,327.76
December,2015,1913.4,401.814,1913.4
September,2014,2348.82,399.2994,2348.82
December,2017,148.257,15.6978,148.257
March,2014,1198.33,70.49,1198.33
September,2017,300.904,11.2839,300.904
February,2017,892.224,89.2224,892.224
March,2015,915.136,102.9528,915.136
December,2015,2003.92,125.245,2003.92
May,2015,191.968,16.7972,191.968
December,2017,896.328,22.4082,896.328
May,2017,681.408,42.588,681.408
June,2017,487.96,146.388,487.96
September,2014,161.96,45.3488,161.96
January,2017,18.96,8.532,18.96
November,2017,27.46,9.8856,27.46
September,2014,40.56,12.9792,40.56
April,2016,86.62,8.662000000,86.62
June,2014,212.94,57.4938,212.94
November,2017,828.6,240.294,828.6
November,2015,29.22,12.8568,29.22
November,2017,257.94,67.0644,257.94
June,2016,692.94,173.235,692.94
December,2016,33.48,8.7048,33.48
November,2017,19.76,8.2992,19.76
March,2016,697.16,146.4036,697.16
November,2014,479.9,81.583,479.9
July,2017,526.45,31.587,526.45
May,2016,47.4,21.33,47.4
September,2014,429.9,111.774,429.9
August,2014,53.88,22.6296,53.88
September,2015,1408.1,394.268,1408.1
July,2014,981.372,-140.196,981.372
November,2015,206.962,-32.5226,206.962
December,2015,275.058,-90.3762,275.058
July,2014,512.358,-14.638800000,512.358
June,2017,457.485,-84.9615,457.485
March,2015,366.744,-110.0232,366.744
August,2017,74.592,-2.1312,74.592
March,2014,634.116,-172.1172,634.116
September,2014,340.116,-9.717600000,340.116
November,2016,255.108,-18.222,255.108
October,2017,254.604,-18.186,254.604
September,2014,300.5328,-97.2312,300.5328
February,2017,480.96,-269.3376,480.96
December,2017,2.032,-1.3208,2.032
May,2017,7.996,-6.9965,7.996
April,2017,44.4,-52.17,44.4
August,2017,16.784,-22.2388,16.784
September,2016,83.952,-90.2484,83.952
December,2014,8.736,-4.8048,8.736
April,2016,22.608,-10.1736,22.608
November,2017,22.848,-17.7072,22.848
August,2016,22.608,-10.1736,22.608
July,2014,16.74,-14.229,16.74
July,2016,24.7,-9.88,24.7
July,2016,302.72,-378.4,302.72
July,2015,150.98,43.7842,150.98
September,2015,60.74,15.185,60.74
October,2017,19.98,8.5914,19.98
March,2017,26.72,11.7568,26.72
July,2015,301.96,60.392,301.96
December,2014,341.96,78.6508,341.96
December,2017,27.46,9.8856,27.46
August,2017,25.16,8.5544,25.16
September,2015,124.36,27.3592,124.36
April,2015,108.4,22.764,108.4
September,2016,173.94,13.9152,173.94
December,2017,897.15,251.202,897.15
September,2015,542.94,141.1644,542.94
July,2015,128.82,50.2398,128.82
August,2017,91.92,31.2528,91.92
September,2015,8.92,3.9248,8.92
July,2017,39.08,14.4596,39.08
November,2017,20.9,7.524,20.9
November,2017,1049.2,272.792,1049.2
December,2014,605.88,151.47,605.88
December,2016,72.42,23.8986,72.42
November,2014,56.52,21.4776,56.52
September,2014,172.764,13.4372,172.764
August,2016,145.764,-8.098000000,145.764
November,2014,69.264,14.6224,69.264
September,2015,271.764,60.392,271.764
April,2016,434.646,62.7822,434.646
June,2017,191.646,31.941,191.646
December,2014,767.214,161.9674,767.214
March,2017,6.696,0.5022,6.696
April,2015,7.584,2.37,7.584
March,2017,43.872,11.5164,43.872
October,2015,64.944,6.4944,64.944
April,2017,254.352,0,254.352
April,2014,22.336,7.8176,22.336
April,2015,547.136,-68.392000000,547.136
June,2015,51.072,5.1072,51.072
May,2016,54.712,11.6263,54.712
November,2016,148.288,29.6576,148.288
January,2016,54.992,8.9362,54.992
April,2014,281.372,-12.0588,281.372
April,2014,281.372,-12.0588,281.372
December,2017,526.582,-52.6582,526.582
November,2015,344.372,-93.4724,344.372
May,2017,458.43,-124.431,458.43
November,2016,470.155,-13.433,470.155
March,2014,330.588,-143.2548,330.588
September,2015,344.22,-103.266,344.22
April,2016,205.176,-58.1332,205.176
March,2017,154.764,-46.4292,154.764
April,2015,352.45,-211.47,352.45
December,2017,141.96,35.49,141.96
November,2017,27.58,11.5836,27.58
September,2016,13.28,6.3744,13.28
November,2015,39.96,14.3856,39.96
March,2016,127.88,40.9216,127.88
July,2015,20.94,6.0726,20.94
January,2014,12.42,4.4712,12.42
January,2014,62.82,30.7818,62.82
June,2017,452.94,67.941,452.94
March,2014,1139.92,284.98,1139.92
April,2016,159.92,31.984,159.92
May,2016,24.96,6.24,24.96
March,2016,76.92,31.5372,76.92
December,2016,18.92,7.3788,18.92
September,2015,67.96,12.2328,67.96
October,2016,61.1,18.33,61.1
November,2014,111.15,48.906,111.15
January,2014,2573.82,746.4078,2573.82
August,2016,109.8,46.116,109.8
October,2016,45.568,9.6832,45.568
March,2014,30.768,8.0766,30.768
March,2014,122.352,15.294,122.352
April,2017,77.952,-11.6928,77.952
April,2017,387.136,-14.5176,387.136
September,2017,419.136,-57.6312,419.136
November,2016,339.92,8.498000000,339.92
April,2017,220.704,-8.276400000,220.704
October,2017,154.764,-36.1116,154.764
May,2017,6.98,3.3504,6.98
December,2014,23.99,5.5177,23.99
November,2016,9.98,2.7944,9.98
June,2017,4.95,2.178,4.95
November,2016,4.18,1.5048,4.18
September,2016,163.88,40.97,163.88
March,2014,111,14.43,111
November,2016,9.94,3.0814,9.94
October,2017,41.96,2.9372,41.96
November,2016,19.54,7.2298,19.54
November,2015,42.6,16.614,42.6
December,2015,15.24,5.1816,15.24
September,2015,60.84,19.4688,60.84
December,2017,26.25,11.025,26.25
September,2015,191.82,74.8098,191.82
November,2015,22.14,6.4206,22.14
March,2017,22.14,6.4206,22.14
November,2016,82.26,33.7266,82.26
December,2017,22.77,9.7911,22.77
July,2017,15.84,4.9104,15.84
April,2014,303.25,63.6825,303.25
August,2017,1137.75,250.305,1137.75
May,2015,665.88,106.5408,665.88
November,2014,20.04,8.8176,20.04
November,2015,63.98,21.7532,63.98
November,2017,2036.86,366.6348,2036.86
December,2017,629.64,107.0388,629.64
October,2014,63.47,19.041,63.47
July,2014,119.833,7.049,119.833
October,2016,120.666,21.294,120.666
February,2017,203.983,16.7986,203.983
August,2015,40.784,4.5882,40.784
January,2017,120.784,-13.5882,120.784
January,2015,61.584,-6.9282,61.584
May,2017,13.592,-0.3398,13.592
April,2014,99.592,2.4898,99.592
July,2014,478.48,47.848,478.48
November,2017,241.424,-36.2136,241.424
September,2015,129.568,-12.9568,129.568
September,2016,113.888,9.9652,113.888
November,2017,449.568,-73.054800000,449.568
February,2017,68.704,16.3172,68.704
October,2016,169.568,0,169.568
September,2016,21.44,7.504,21.44
August,2016,513.024,12.8256,513.024
December,2017,842.376,105.297,842.376
October,2016,915.136,102.9528,915.136
June,2017,291.136,-25.4744,291.136
November,2016,1603.136,100.196,1603.136
December,2017,8.544,1.9224,8.544
April,2014,1487.04,148.704,1487.04
June,2015,75.36,20.724,75.36
April,2016,1325.76,149.148,1325.76
August,2015,1004.976,-175.8708,1004.976
October,2014,46.872,3.5154,46.872
May,2017,518.272,-97.176000000,518.272
December,2015,2676.672,267.6672,2676.672
December,2016,564.195,-304.6653,564.195
February,2017,386.91,-185.7168,386.91
November,2017,4.41,2.0286,4.41
April,2017,8.76,4.2048,8.76
January,2017,3.6,1.728,3.6
November,2017,15.28,7.4872,15.28
April,2015,3812.97,1906.485,3812.97
June,2017,44.4,22.2,44.4
November,2017,167.94,82.2906,167.94
June,2017,17.94,8.7906,17.94
August,2017,53.72,13.9672,53.72
December,2015,152.8,76.4,152.8
June,2017,84.55,22.8285,84.55
September,2016,40.88,10.6288,40.88
May,2014,21.56,10.3488,21.56
November,2017,67.8,31.188,67.8
April,2015,186.732,41.496,186.732
March,2014,8.448,2.64,8.448
March,2015,65.584,23.7742,65.584
September,2014,21.864,3.5529,21.864
September,2017,114.848,35.89,114.848
June,2017,164.736,-39.1248,164.736
March,2014,335.72,113.3055,335.72
July,2017,163.96,59.4355,163.96
February,2017,175.44,52.632,175.44
August,2017,151.056,7.5528,151.056
September,2014,2.92,-4.818,2.92
July,2017,5.232,-8.1096,5.232
September,2014,7.68,-11.52,7.68
July,2015,41.568,-66.5088,41.568
September,2016,207.48,62.244,207.48
September,2017,70.98,3.549000000,70.98
April,2017,240.37,7.211100000,240.37
March,2015,30.44,14.9156,30.44
March,2015,69.28,33.2544,69.28
November,2016,13.36,6.4128,13.36
May,2015,37.94,18.2112,37.94
January,2016,81.98,40.1702,81.98
September,2016,49.53,23.7744,49.53
July,2015,19.44,9.3312,19.44
September,2016,17.04,7.668,17.04
April,2017,11.12,2.8912,11.12
April,2017,7.04,2.0416,7.04
September,2017,29.95,8.6855,29.95
October,2017,63.9,28.755,63.9
June,2016,32.4,15.552,32.4
September,2016,128.34,37.2186,128.34
August,2017,63.84,16.5984,63.84
September,2016,1606.23,481.869,1606.23
April,2014,10.304,-2.1896,10.304
November,2015,3.168,-0.7128,3.168
October,2016,4.928,1.7248,4.928
April,2015,11.736,1.0269,11.736
November,2016,40.752,15.282,40.752
May,2015,85.056,28.7064,85.056
September,2014,11.352,4.1151,11.352
April,2017,848.544,-21.213600000,848.544
August,2017,37.008,11.565,37.008
December,2016,17.184,6.2292,17.184
September,2014,30.816,2.6964,30.816
September,2014,20.808,7.0227,20.808
December,2015,14.832,-10.3824,14.832
July,2017,76.776,-53.7432,76.776
April,2017,8.7,-6.38,8.7
February,2017,5.715,-4.7625,5.715
July,2016,10.44,4.8024,10.44
December,2014,122.48,0,122.48
October,2017,35.06,10.518,35.06
December,2014,62.31,29.2857,62.31
October,2014,15.18,7.1346,15.18
April,2016,27.81,13.0707,27.81
October,2014,315.2,6.304000000,315.2
October,2014,36.4,17.472,36.4
October,2017,105.98,4.239200000,105.98
October,2017,30,14.4,30
May,2014,7.104,2.3976,7.104
October,2017,20.736,7.2576,20.736
April,2017,67.92,6.792,67.92
September,2017,61.68,5.397000000,61.68
April,2017,42.048,5.256,42.048
October,2017,27.36,-21.888,27.36
November,2016,3.744,-2.6208,3.744
October,2017,34.236,-26.2476,34.236
May,2014,398.352,-331.96,398.352
March,2017,19.83,5.949,19.83
September,2017,2.78,0.7228,2.78
November,2015,56.3,15.764,56.3
September,2015,7.9,2.528,7.9
September,2017,12.96,6.2208,12.96
February,2017,12.84,3.4668,12.84
June,2016,8.64,2.5056,8.64
September,2014,19.44,9.3312,19.44
December,2014,164.88,80.7912,164.88
September,2016,46.53,12.0978,46.53
May,2017,104.28,26.07,104.28
June,2016,7.04,2.0416,7.04
May,2017,66.96,2.6784,66.96
March,2016,14.9,7.152,14.9
November,2016,32.4,15.552,32.4
May,2014,48.4,23.232,48.4
November,2016,49.5,13.365,49.5
December,2016,80.28,36.9288,80.28
June,2017,15.872,1.984,15.872
September,2017,2.224,0.556,2.224
July,2016,2.496,0.9048,2.496
September,2017,209.792,26.224,209.792
December,2017,11.808,4.2804,11.808
December,2017,9.296,3.0212,9.296
December,2016,11.648,3.7856,11.648
September,2017,147.184,-29.4368,147.184
December,2017,90.48,33.93,90.48
May,2015,13.848,5.193,13.848
September,2017,14.352,5.2026,14.352
April,2015,54.816,17.8152,54.816
September,2017,14.352,5.2026,14.352
June,2017,215.592,-48.5082,215.592
December,2016,18.688,2.336,18.688
November,2016,13.216,4.4604,13.216
December,2016,15.936,5.1792,15.936
June,2017,68.448,7.700400000,68.448
June,2017,88.04,6.603,88.04
October,2017,101.84,36.917,101.84
October,2016,18.16,6.583,18.16
May,2017,147.92,46.225,147.92
March,2017,34.76,11.297,34.76
December,2017,83.92,29.372,83.92
December,2017,172.752,60.4632,172.752
April,2015,31.104,10.8864,31.104
September,2017,7.857,-6.0237,7.857
September,2017,76.776,-58.8616,76.776
October,2016,11.976,-9.1816,11.976
October,2016,17.904,-14.92,17.904
December,2016,45.24,-30.16,45.24
May,2016,40.635,-32.508,40.635
June,2016,8.02,3.7694,8.02
November,2015,10.74,5.1552,10.74
December,2017,34.5,15.525,34.5
June,2016,171.04,44.4704,171.04
June,2016,368.91,180.7659,368.91
May,2015,36.784,3.6784,36.784
March,2017,15.552,5.6376,15.552
April,2016,10.272,3.21,10.272
November,2017,52.752,-12.5286,52.752
March,2017,19.456,2.1888,19.456
March,2017,29.76,1.86,29.76
November,2017,1.408,-2.3232,1.408
November,2017,4.144,-6.4232,4.144
May,2015,70.97,-191.619,70.97
November,2017,7.536,-13.188,7.536
July,2016,30.53,14.0438,30.53
December,2015,7.31,3.4357,7.31
October,2017,24.55,12.0295,24.55
December,2015,41.28,18.9888,41.28
December,2015,184.66,84.9436,184.66
July,2016,75.06,33.777,75.06
June,2015,5.904,1.9926,5.904
September,2017,8.448,2.64,8.448
September,2017,15.552,5.4432,15.552
November,2017,663.936,82.992000000,663.936
December,2015,20.736,7.2576,20.736
November,2017,58.408,18.2525,58.408
September,2017,4.842,-3.3894,4.842
February,2016,80.98,1.619600000,80.98
February,2016,167.96,78.9412,167.96
June,2017,9.54,4.3884,9.54
February,2016,122.97,60.2553,122.97
February,2016,154.44,1.5444,154.44
May,2016,191.6,91.968,191.6
February,2016,9.45,0.189,9.45
May,2016,69.5,20.155,69.5
June,2017,108.08,54.04,108.08
February,2016,342.37,160.9139,342.37
April,2014,58.32,27.9936,58.32
February,2016,348.84,170.9316,348.84
October,2017,7.968,2.6892,7.968
December,2016,47.9,22.992,47.9
April,2014,106.96,31.0184,106.96
September,2017,22.18,10.8682,22.18
October,2014,15.28,7.4872,15.28
September,2017,12.96,6.2208,12.96
November,2014,7.36,0.1472,7.36
November,2017,7.8,2.106,7.8
December,2016,22.92,11.2308,22.92
September,2014,5.67,0.1134,5.67
November,2017,59.94,28.1718,59.94
December,2016,1112.94,222.588,1112.94
November,2014,6.72,3.36,6.72
November,2014,41.4,19.872,41.4
November,2017,41.4,19.872,41.4
November,2017,45.36,22.2264,45.36
December,2016,481.32,125.1432,481.32
November,2017,26.4,12.672,26.4
July,2016,37.17,11.151,37.17
December,2016,6.384,2.1546,6.384
November,2015,4.304,1.5602,4.304
November,2017,23.12,8.381,23.12
July,2016,44.856,-35.8848,44.856
May,2016,54.48,15.2544,54.48
December,2017,7.28,3.4944,7.28
November,2017,26.38,12.1348,26.38
May,2015,127.96,60.1412,127.96
April,2016,5.28,2.4288,5.28
June,2014,15.28,7.4872,15.28
May,2015,21.24,8.0712,21.24
December,2017,5.4,2.592,5.4
August,2014,19.44,9.5256,19.44
November,2017,501.81,0,501.81
February,2015,79.36,20.6336,79.36
November,2017,13.9,3.614,13.9
September,2015,25.9,12.691,25.9
October,2016,1927.59,751.7601,1927.59
May,2017,706.86,197.9208,706.86
May,2017,43.19,20.7312,43.19
September,2017,27.72,13.3056,27.72
November,2015,179.82,84.5154,179.82
May,2015,850.5,245.7,850.5
September,2017,30.384,3.798000000,30.384
October,2014,24.424,7.9378,24.424
March,2017,2.464,0.8624,2.464
February,2017,5.184,1.8144,5.184
October,2014,3.808,1.2376,3.808
March,2017,8.72,0.654000000,8.72
December,2016,3.536,0.3094,3.536
December,2015,59.904,14.2272,59.904
February,2017,65.584,23.7742,65.584
September,2016,9.248,3.3524,9.248
October,2017,7.056,2.205,7.056
September,2017,9.912,3.2214,9.912
March,2016,45.528,15.9348,45.528
June,2017,74.352,23.235,74.352
June,2016,15.552,5.6376,15.552
October,2014,505.32,31.5825,505.32
May,2015,16,5.6,16
February,2017,419.4,146.79,419.4
June,2016,11.264,3.9424,11.264
June,2016,67.536,6.7536,67.536
December,2015,360.712,130.7581,360.712
October,2014,8.682,-14.7594,8.682
June,2016,1.524,-2.667,1.524
November,2015,3.882,-5.823,3.882
June,2016,64.384,-160.96,64.384
September,2017,5.8,-10.15,5.8
November,2017,9.324,-24.7086,9.324
September,2016,8.608,-13.3424,8.608
September,2016,6.69,3.0774,6.69
September,2017,5.56,2.224,5.56
August,2015,8.4,4.116,8.4
September,2016,59.48,8.922,59.48
April,2016,31.02,8.0652,31.02
October,2017,6.63,3.1161,6.63
March,2015,17.52,6.3072,17.52
September,2015,14.46,7.0854,14.46
November,2015,59.94,28.1718,59.94
November,2015,59.94,28.1718,59.94
November,2014,34.44,17.22,34.44
September,2016,27.93,8.0997,27.93
November,2015,17.12,4.9648,17.12
June,2015,30.44,14.3068,30.44
September,2017,419.4,201.312,419.4
December,2016,900.08,117.0104,900.08
November,2014,1117.92,55.896,1117.92
November,2017,109.9,32.97,109.9
October,2015,22.45,10.327,22.45
November,2015,154.9,69.705,154.9
December,2015,29.9,14.651,29.9
September,2016,25.44,12.72,25.44
May,2015,7.56,0.3024,7.56
January,2017,40.08,19.2384,40.08
November,2015,40.08,19.2384,40.08
December,2017,592.74,160.0398,592.74
December,2015,184.66,84.9436,184.66
December,2016,33.92,13.2288,33.92
May,2017,299.52,149.76,299.52
August,2014,3.912,1.0269,3.912
June,2015,3.424,0.2996,3.424
November,2014,5.88,1.9845,5.88
September,2016,63.968,19.99,63.968
April,2015,7.968,2.8884,7.968
December,2016,10.584,3.4398,10.584
September,2016,11.952,4.0338,11.952
January,2016,63.312,20.5764,63.312
January,2016,15.552,5.4432,15.552
August,2016,37.312,2.7984,37.312
July,2017,32.896,11.1024,32.896
July,2017,30.96,11.223,30.96
September,2016,10.528,3.6848,10.528
September,2016,12.201,-9.7608,12.201
November,2015,17.48,8.2156,17.48
November,2015,71.88,32.346,71.88
December,2017,3.62,1.1946,3.62
December,2017,96.08,46.1184,96.08
September,2017,106.32,49.9704,106.32
September,2015,32.4,15.552,32.4
December,2017,629.1,301.968,629.1
December,2017,45.84,22.0032,45.84
August,2017,477.51,219.6546,477.51
May,2015,18.272,5.9384,18.272
May,2015,12.224,4.4312,12.224
September,2016,67.56,8.445000000,67.56
December,2016,540.048,-47.2542,540.048
May,2015,153.728,53.8048,153.728
December,2016,25.344,8.8704,25.344
December,2016,37.408,13.0928,37.408
September,2015,3.444,-2.5256,3.444
December,2016,27.882,-20.4468,27.882
November,2017,11.52,-7.68,11.52
December,2017,189,68.04,189
May,2017,5.58,1.395,5.58
September,2016,12.78,5.751,12.78
November,2015,5,2.4,5
July,2014,6.48,3.1752,6.48
April,2014,48.91,22.9877,48.91
March,2017,6.48,3.1104,6.48
September,2015,15.51,4.3428,15.51
March,2017,46.51,1.8604,46.51
November,2014,7.78,2.0228,7.78
December,2017,11.16,2.79,11.16
May,2017,3.52,1.0208,3.52
April,2015,61.96,27.882,61.96
December,2017,13.36,6.4128,13.36
September,2015,12.96,6.2208,12.96
September,2017,7.3,2.19,7.3
October,2016,113.22,29.4372,113.22
November,2017,5.58,0.1674,5.58
April,2016,143.7,68.976,143.7
September,2015,146.82,73.41,146.82
November,2014,166.44,79.8912,166.44
April,2015,40.74,0.407400000,40.74
December,2015,146.73,2.9346,146.73
September,2016,6.24,1.872,6.24
February,2017,81.92,22.1184,81.92
October,2017,87.92,26.376,87.92
December,2014,11.56,5.4332,11.56
November,2014,123.92,55.764,123.92
February,2017,223.92,109.7208,223.92
February,2017,23.12,11.3288,23.12
July,2014,15.52,4.5008,15.52
September,2017,43.1,11.206,43.1
November,2017,8.8,4.224,8.8
September,2015,32.4,15.552,32.4
December,2015,32.4,15.552,32.4
December,2015,114.2,52.532,114.2
December,2017,158.9,7.945000000,158.9
September,2017,31.08,15.2292,31.08
October,2016,35.88,17.5812,35.88
March,2017,288.24,138.3552,288.24
November,2017,76.58,38.29,76.58
March,2017,45.36,21.7728,45.36
November,2017,452.55,22.6275,452.55
April,2015,947.17,9.471700000,947.17
March,2017,90.8,25.424,90.8
October,2015,270.34,75.6952,270.34
September,2016,33.024,11.5584,33.024
July,2015,22.848,7.4256,22.848
March,2014,107.648,33.64,107.648
September,2016,11.952,4.1832,11.952
October,2016,4535.976,1644.2913,4535.976
August,2014,93.024,33.7212,93.024
September,2016,67.136,23.4976,67.136
December,2016,55.36,19.376,55.36
September,2017,147.92,46.225,147.92
November,2017,590.352,206.6232,590.352
March,2015,10.16,2.6416,10.16
December,2017,2.48,0.868,2.48
July,2017,169.99,78.1954,169.99
August,2015,3.75,1.8,3.75
January,2017,11.34,5.5566,11.34
August,2016,14.97,4.1916,14.97
November,2015,715.64,178.91,715.64
November,2016,39.68,16.2688,39.68
December,2015,3.64,1.0192,3.64
February,2017,6.56,1.9024,6.56
May,2016,5.56,1.4456,5.56
September,2014,331.96,149.382,331.96
August,2016,77.56,35.6776,77.56
September,2014,32.06,15.3888,32.06
January,2017,2.52,0.1008,2.52
July,2016,109.92,53.8608,109.92
December,2015,18.54,8.7138,18.54
October,2016,12.96,6.2208,12.96
June,2015,24.56,6.8768,24.56
January,2017,18.76,5.2528,18.76
December,2016,26.86,6.715,26.86
August,2014,838.38,226.3626,838.38
September,2014,19.86,5.7594,19.86
February,2017,13.11,3.4086,13.11
October,2016,868.59,251.8911,868.59
May,2016,364.74,109.422,364.74
September,2016,107.94,26.985,107.94
August,2015,29.79,12.5118,29.79
November,2015,74.76,34.3896,74.76
September,2017,1577.94,757.4112,1577.94
May,2014,91.68,45.84,91.68
November,2017,18.24,8.5728,18.24
August,2014,38.34,17.253,38.34
August,2016,37.59,17.6673,37.59
April,2017,106.32,49.9704,106.32
December,2015,19.44,9.3312,19.44
November,2015,795.51,143.1918,795.51
September,2014,357.93,7.158600000,357.93
August,2017,21.81,5.8887,21.81
October,2017,36.44,12.0252,36.44
December,2015,17.12,4.9648,17.12
November,2014,29.12,14.2688,29.12
September,2015,15.24,6.858,15.24
January,2017,89.52,42.0744,89.52
October,2016,121.6,55.936,121.6
August,2015,41.4,19.872,41.4
August,2016,25.2,11.592,25.2
December,2017,28.16,13.2352,28.16
July,2017,25.92,12.4416,25.92
July,2017,443.92,13.3176,443.92
November,2016,1117.92,55.896,1117.92
May,2016,49.76,13.9328,49.76
August,2017,91.6,26.564,91.6
December,2016,13.9,3.614,13.9
May,2016,14.7,3.969,14.7
November,2016,104.9,50.352,104.9
January,2017,14.4,7.056,14.4
July,2015,19,8.93,19
August,2014,26.7,12.549,26.7
December,2017,25.9,12.691,25.9
November,2014,78.35,36.8245,78.35
May,2017,23.55,1.1775,23.55
April,2016,29.05,9.0055,29.05
November,2016,51.75,24.84,51.75
August,2016,32.4,15.552,32.4
November,2014,169.45,42.3625,169.45
January,2017,67.4,17.524,67.4
March,2015,101.88,50.94,101.88
October,2016,29.46,14.4354,29.46
November,2014,31.68,14.256,31.68
May,2016,629.1,301.968,629.1
August,2016,41.86,19.2556,41.86
July,2016,20.44,9.198,20.44
October,2016,20.16,9.8784,20.16
May,2016,45.36,21.7728,45.36
February,2016,490.32,137.2896,490.32
August,2014,167.535,37.23,167.535
October,2015,4.464,1.674,4.464
July,2016,20.936,7.0659,20.936
July,2017,2.912,0.91,2.912
May,2017,5.248,0.590400000,5.248
October,2017,5.248,0.590400000,5.248
November,2016,6.368,1.0348,6.368
November,2017,12.224,4.4312,12.224
September,2014,3.264,1.1016,3.264
July,2014,3.488,0.5668,3.488
November,2017,23.68,8.88,23.68
November,2014,23.68,8.88,23.68
November,2016,48.848,15.8756,48.848
April,2016,9.664,3.2616,9.664
May,2017,6.848,2.14,6.848
October,2017,10.368,3.7584,10.368
April,2014,10.368,3.6288,10.368
November,2016,19.648,6.6312,19.648
April,2016,23.952,2.3952,23.952
May,2017,74.416,-14.8832,74.416
October,2017,55.616,5.5616,55.616
August,2017,5.552,-1.041,5.552
May,2017,6.408,0.6408,6.408
April,2014,6.24,0.546000000,6.24
August,2017,8.016,1.002,8.016
March,2016,146.352,49.3938,146.352
February,2014,6.936,2.3409,6.936
May,2014,17.472,5.6784,17.472
March,2014,17.472,5.6784,17.472
March,2017,10.272,3.21,10.272
July,2014,16.032,5.6112,16.032
December,2015,12.672,-3.168,12.672
April,2016,230.376,-48.9549,230.376
November,2017,77.952,-15.5904,77.952
July,2014,342.864,38.5722,342.864
